#,ambientTemperature(*C),ambientTemperaturePMSensor(*C),DateTime,Date,hour
1765,23.22,22.55,7/14/2024 19:22,7/14/2024,19
1766,23.22,22.57,7/14/2024 19:25,7/14/2024,19
1767,23.24,22.54,7/14/2024 19:28,7/14/2024,19
1768,23.21,22.5,7/14/2024 19:31,7/14/2024,19
1769,23.22,22.51,7/14/2024 19:35,7/14/2024,19
1770,23.21,22.5,7/14/2024 19:38,7/14/2024,19
1771,23.28,22.51,7/14/2024 19:41,7/14/2024,19
1772,23.29,22.51,7/14/2024 19:44,7/14/2024,19
1773,23.22,22.48,7/14/2024 19:47,7/14/2024,19
1774,23.17,22.47,7/14/2024 19:51,7/14/2024,19
1775,23.11,22.45,7/14/2024 19:54,7/14/2024,19
1776,23.08,22.38,7/14/2024 19:57,7/14/2024,19
1777,23.03,22.33,7/14/2024 20:00,7/14/2024,20
1778,23.03,22.27,7/14/2024 20:04,7/14/2024,20
1779,23,22.18,7/14/2024 20:07,7/14/2024,20
1780,23.01,22.16,7/14/2024 20:10,7/14/2024,20
1781,23.03,22.17,7/14/2024 20:13,7/14/2024,20
1782,22.97,22.17,7/14/2024 20:18,7/14/2024,20
1783,22.98,22.16,7/14/2024 20:21,7/14/2024,20
1784,23.01,22.1,7/14/2024 20:24,7/14/2024,20
1785,22.97,22.07,7/14/2024 20:27,7/14/2024,20
1786,22.97,22.05,7/14/2024 20:31,7/14/2024,20
1787,22.94,22,7/14/2024 20:34,7/14/2024,20
1788,22.96,22,7/14/2024 20:37,7/14/2024,20
1789,23,22.02,7/14/2024 20:40,7/14/2024,20
1790,23.01,22.09,7/14/2024 20:44,7/14/2024,20
1791,23.07,22.13,7/14/2024 20:47,7/14/2024,20
1792,23.03,22.16,7/14/2024 20:50,7/14/2024,20
1793,22.97,22.1,7/14/2024 20:54,7/14/2024,20
1794,23,22.1,7/14/2024 20:57,7/14/2024,20
1795,22.96,22.11,7/14/2024 21:00,7/14/2024,21
1796,22.97,22.08,7/14/2024 21:03,7/14/2024,21
1797,23,22.08,7/14/2024 21:06,7/14/2024,21
1798,23.04,22.11,7/14/2024 21:09,7/14/2024,21
1799,23.01,22.14,7/14/2024 21:13,7/14/2024,21
1800,23.07,22.18,7/14/2024 21:16,7/14/2024,21
1801,23.03,22.2,7/14/2024 21:22,7/14/2024,21
1802,23.06,22.2,7/14/2024 21:26,7/14/2024,21
1803,23,22.22,7/14/2024 21:29,7/14/2024,21
1804,23.06,22.23,7/14/2024 21:32,7/14/2024,21
1805,23.08,22.25,7/14/2024 21:35,7/14/2024,21
1806,23.04,22.25,7/14/2024 21:40,7/14/2024,21
1807,23.04,22.22,7/14/2024 21:43,7/14/2024,21
1808,23.03,22.22,7/14/2024 21:46,7/14/2024,21
1809,23.08,22.24,7/14/2024 21:49,7/14/2024,21
1810,23.07,22.3,7/14/2024 21:53,7/14/2024,21
1811,23.06,22.25,7/14/2024 21:56,7/14/2024,21
1812,23.04,22.23,7/14/2024 21:59,7/14/2024,21
1813,23.06,22.24,7/14/2024 22:02,7/14/2024,22
1814,23.03,22.24,7/14/2024 22:05,7/14/2024,22
1815,23.04,22.25,7/14/2024 22:09,7/14/2024,22
1816,23.04,22.26,7/14/2024 22:12,7/14/2024,22
1817,23.01,22.26,7/14/2024 22:18,7/14/2024,22
1818,23,22.21,7/14/2024 22:22,7/14/2024,22
1819,23.07,22.23,7/14/2024 22:25,7/14/2024,22
1820,22.98,22.23,7/14/2024 22:28,7/14/2024,22
1821,22.98,22.18,7/14/2024 22:31,7/14/2024,22
1822,22.98,22.17,7/14/2024 22:34,7/14/2024,22
1823,22.94,22.05,7/14/2024 22:41,7/14/2024,22
1824,22.93,22.08,7/14/2024 22:47,7/14/2024,22
1825,22.87,22.05,7/14/2024 22:50,7/14/2024,22
1826,22.91,22.02,7/14/2024 22:54,7/14/2024,22
1827,22.87,21.94,7/14/2024 23:00,7/14/2024,23
1828,22.89,21.92,7/14/2024 23:03,7/14/2024,23
1829,22.87,21.9,7/14/2024 23:06,7/14/2024,23
1830,22.83,21.86,7/14/2024 23:11,7/14/2024,23
1831,22.8,21.86,7/14/2024 23:14,7/14/2024,23
1832,22.73,21.7,7/14/2024 23:17,7/14/2024,23
1833,22.71,21.67,7/14/2024 23:20,7/14/2024,23
1834,22.77,21.68,7/14/2024 23:23,7/14/2024,23
1835,22.73,21.65,7/14/2024 23:26,7/14/2024,23
1836,22.64,21.61,7/14/2024 23:29,7/14/2024,23
1837,22.67,21.62,7/14/2024 23:36,7/14/2024,23
1838,22.7,21.65,7/14/2024 23:39,7/14/2024,23
1839,22.67,21.65,7/14/2024 23:42,7/14/2024,23
1840,22.64,21.62,7/14/2024 23:45,7/14/2024,23
1841,22.67,21.61,7/14/2024 23:48,7/14/2024,23
1842,22.63,21.64,7/14/2024 23:52,7/14/2024,23
1843,22.71,21.61,7/15/2024 0:03,7/15/2024,0
1844,22.76,21.65,7/15/2024 0:10,7/15/2024,0
1845,22.73,21.62,7/15/2024 0:14,7/15/2024,0
1846,22.67,21.63,7/15/2024 0:17,7/15/2024,0
1847,22.63,21.62,7/15/2024 0:20,7/15/2024,0
1848,22.6,21.55,7/15/2024 0:23,7/15/2024,0
1849,22.59,21.51,7/15/2024 0:26,7/15/2024,0
1850,22.62,21.51,7/15/2024 0:29,7/15/2024,0
1851,22.66,21.51,7/15/2024 0:32,7/15/2024,0
1852,22.64,21.52,7/15/2024 0:36,7/15/2024,0
1853,22.63,21.53,7/15/2024 0:39,7/15/2024,0
1854,22.59,21.49,7/15/2024 0:42,7/15/2024,0
1855,22.63,21.45,7/15/2024 0:45,7/15/2024,0
1856,22.64,21.45,7/15/2024 0:48,7/15/2024,0
1857,22.55,21.44,7/15/2024 0:51,7/15/2024,0
1858,22.55,21.43,7/15/2024 0:54,7/15/2024,0
1859,22.62,21.42,7/15/2024 0:58,7/15/2024,0
1860,22.63,21.42,7/15/2024 1:02,7/15/2024,1
1861,22.59,21.44,7/15/2024 1:05,7/15/2024,1
1862,22.56,21.43,7/15/2024 1:08,7/15/2024,1
1863,22.52,21.39,7/15/2024 1:11,7/15/2024,1
1864,22.53,21.36,7/15/2024 1:14,7/15/2024,1
1865,22.53,21.31,7/15/2024 1:19,7/15/2024,1
1866,22.43,21.24,7/15/2024 1:22,7/15/2024,1
1867,22.5,21.22,7/15/2024 1:25,7/15/2024,1
1868,22.43,21.19,7/15/2024 1:28,7/15/2024,1
1869,22.39,21.16,7/15/2024 1:31,7/15/2024,1
1870,22.42,21.14,7/15/2024 1:34,7/15/2024,1
1871,22.43,21.14,7/15/2024 1:38,7/15/2024,1
1872,22.4,21.15,7/15/2024 1:41,7/15/2024,1
1873,22.42,21.14,7/15/2024 1:44,7/15/2024,1
1874,22.43,21.1,7/15/2024 1:47,7/15/2024,1
1875,22.42,21.12,7/15/2024 1:50,7/15/2024,1
1876,22.39,21.11,7/15/2024 1:54,7/15/2024,1
1877,22.43,21.14,7/15/2024 1:57,7/15/2024,1
1878,22.46,21.14,7/15/2024 2:01,7/15/2024,2
1879,22.42,21.09,7/15/2024 2:07,7/15/2024,2
1880,22.45,21.11,7/15/2024 2:11,7/15/2024,2
1881,22.42,21.14,7/15/2024 2:14,7/15/2024,2
1882,22.48,21.14,7/15/2024 2:17,7/15/2024,2
1883,22.4,21.13,7/15/2024 2:20,7/15/2024,2
1884,22.35,21.1,7/15/2024 2:24,7/15/2024,2
1885,22.39,21.08,7/15/2024 2:27,7/15/2024,2
1886,22.38,21.06,7/15/2024 2:30,7/15/2024,2
1887,22.34,21.06,7/15/2024 2:33,7/15/2024,2
1888,22.32,21.03,7/15/2024 2:36,7/15/2024,2
1889,22.36,21.01,7/15/2024 2:39,7/15/2024,2
1890,22.27,20.99,7/15/2024 2:46,7/15/2024,2
1891,22.22,20.99,7/15/2024 2:49,7/15/2024,2
1892,22.21,20.95,7/15/2024 2:52,7/15/2024,2
1893,22.21,20.93,7/15/2024 2:55,7/15/2024,2
1894,22.19,20.91,7/15/2024 2:58,7/15/2024,2
1895,22.19,20.92,7/15/2024 3:01,7/15/2024,3
1896,22.15,20.94,7/15/2024 3:05,7/15/2024,3
1897,22.15,20.94,7/15/2024 3:08,7/15/2024,3
1898,22.21,20.93,7/15/2024 3:14,7/15/2024,3
1899,22.19,20.93,7/15/2024 3:17,7/15/2024,3
1900,22.19,20.94,7/15/2024 3:22,7/15/2024,3
1901,22.28,20.93,7/15/2024 3:29,7/15/2024,3
1902,22.32,20.95,7/15/2024 3:32,7/15/2024,3
1903,22.25,20.95,7/15/2024 3:35,7/15/2024,3
1904,22.27,20.95,7/15/2024 3:38,7/15/2024,3
1905,22.27,20.99,7/15/2024 3:41,7/15/2024,3
1906,22.29,21,7/15/2024 3:46,7/15/2024,3
1907,22.23,20.98,7/15/2024 3:49,7/15/2024,3
1908,22.22,20.97,7/15/2024 3:52,7/15/2024,3
1909,22.32,20.97,7/15/2024 3:55,7/15/2024,3
1910,22.25,20.95,7/15/2024 3:58,7/15/2024,3
1911,22.25,20.93,7/15/2024 4:02,7/15/2024,4
1912,22.31,20.94,7/15/2024 4:05,7/15/2024,4
1913,22.28,20.98,7/15/2024 4:08,7/15/2024,4
1914,22.27,20.97,7/15/2024 4:14,7/15/2024,4
1915,22.28,20.99,7/15/2024 4:17,7/15/2024,4
1916,22.27,21,7/15/2024 4:24,7/15/2024,4
1917,22.25,21.02,7/15/2024 4:27,7/15/2024,4
1918,22.25,20.99,7/15/2024 4:30,7/15/2024,4
1919,22.27,20.94,7/15/2024 4:36,7/15/2024,4
1920,22.23,20.92,7/15/2024 4:40,7/15/2024,4
1921,22.22,20.91,7/15/2024 4:43,7/15/2024,4
1922,22.25,20.89,7/15/2024 4:46,7/15/2024,4
1923,22.25,20.88,7/15/2024 4:49,7/15/2024,4
1924,22.27,20.89,7/15/2024 4:52,7/15/2024,4
1925,22.23,20.88,7/15/2024 4:55,7/15/2024,4
1926,22.28,20.87,7/15/2024 5:00,7/15/2024,5
1927,22.22,20.86,7/15/2024 5:03,7/15/2024,5
1928,22.21,20.84,7/15/2024 5:06,7/15/2024,5
1929,22.25,20.82,7/15/2024 5:09,7/15/2024,5
1930,22.22,20.81,7/15/2024 5:13,7/15/2024,5
1931,22.29,20.8,7/15/2024 5:16,7/15/2024,5
1932,22.21,20.82,7/15/2024 5:20,7/15/2024,5
1933,22.23,20.83,7/15/2024 5:23,7/15/2024,5
1934,22.19,20.83,7/15/2024 5:28,7/15/2024,5
1935,22.16,20.82,7/15/2024 5:31,7/15/2024,5
1936,22.19,20.83,7/15/2024 5:34,7/15/2024,5
1937,22.21,20.85,7/15/2024 5:37,7/15/2024,5
1938,22.23,20.86,7/15/2024 5:41,7/15/2024,5
1939,22.27,20.88,7/15/2024 5:44,7/15/2024,5
1940,22.21,20.91,7/15/2024 5:48,7/15/2024,5
1941,22.21,20.88,7/15/2024 5:51,7/15/2024,5
1942,22.22,20.86,7/15/2024 5:54,7/15/2024,5
1943,22.25,20.88,7/15/2024 5:57,7/15/2024,5
1944,22.23,20.88,7/15/2024 6:00,7/15/2024,6
1945,22.25,20.88,7/15/2024 6:03,7/15/2024,6
1946,22.25,20.89,7/15/2024 6:07,7/15/2024,6
1947,22.27,20.91,7/15/2024 6:10,7/15/2024,6
1948,22.28,20.92,7/15/2024 6:13,7/15/2024,6
1949,22.28,20.94,7/15/2024 6:16,7/15/2024,6
1950,22.34,21,7/15/2024 6:23,7/15/2024,6
1951,22.29,21.01,7/15/2024 6:26,7/15/2024,6
1952,22.35,21.02,7/15/2024 6:29,7/15/2024,6
1953,22.36,21.06,7/15/2024 6:32,7/15/2024,6
1954,22.38,21.06,7/15/2024 6:35,7/15/2024,6
1955,22.38,21.07,7/15/2024 6:38,7/15/2024,6
1956,22.43,21.07,7/15/2024 6:42,7/15/2024,6
1957,22.42,21.1,7/15/2024 6:45,7/15/2024,6
1958,22.49,21.17,7/15/2024 6:48,7/15/2024,6
1959,22.52,21.22,7/15/2024 6:51,7/15/2024,6
1960,22.52,21.25,7/15/2024 6:54,7/15/2024,6
1961,22.53,21.25,7/15/2024 6:58,7/15/2024,6
1962,22.52,21.23,7/15/2024 7:01,7/15/2024,7
1963,22.55,21.24,7/15/2024 7:04,7/15/2024,7
1964,22.53,21.24,7/15/2024 7:08,7/15/2024,7
1965,22.56,21.25,7/15/2024 7:11,7/15/2024,7
1966,22.58,21.25,7/15/2024 7:14,7/15/2024,7
1967,22.55,21.23,7/15/2024 7:17,7/15/2024,7
1968,22.66,21.25,7/15/2024 7:20,7/15/2024,7
1969,22.69,21.28,7/15/2024 7:24,7/15/2024,7
1970,22.8,21.32,7/15/2024 7:27,7/15/2024,7
1971,22.76,21.37,7/15/2024 7:30,7/15/2024,7
1972,22.76,21.4,7/15/2024 7:33,7/15/2024,7
1973,22.79,21.39,7/15/2024 7:36,7/15/2024,7
1974,22.91,21.47,7/15/2024 7:40,7/15/2024,7
1975,22.93,21.48,7/15/2024 7:43,7/15/2024,7
1976,22.94,21.49,7/15/2024 7:46,7/15/2024,7
1977,23,21.51,7/15/2024 7:49,7/15/2024,7
1978,23.08,21.55,7/15/2024 7:52,7/15/2024,7
1979,23.21,21.64,7/15/2024 7:56,7/15/2024,7
1980,23.25,21.7,7/15/2024 7:59,7/15/2024,7
1981,23.31,21.75,7/15/2024 8:02,7/15/2024,8
1982,23.28,21.74,7/15/2024 8:05,7/15/2024,8
1983,23.37,21.77,7/15/2024 8:08,7/15/2024,8
1984,23.49,21.85,7/15/2024 8:12,7/15/2024,8
1985,23.49,21.85,7/15/2024 8:15,7/15/2024,8
1986,23.63,22,7/15/2024 8:18,7/15/2024,8
1987,23.69,22.11,7/15/2024 8:22,7/15/2024,8
1988,23.68,22.09,7/15/2024 8:29,7/15/2024,8
1989,23.9,22.22,7/15/2024 8:32,7/15/2024,8
1990,23.95,22.3,7/15/2024 8:35,7/15/2024,8
1991,24.16,22.39,7/15/2024 8:38,7/15/2024,8
1992,24.41,22.56,7/15/2024 8:41,7/15/2024,8
1993,24.68,22.75,7/15/2024 8:45,7/15/2024,8
1994,24.75,22.86,7/15/2024 8:48,7/15/2024,8
1995,24.79,22.92,7/15/2024 8:51,7/15/2024,8
1996,24.78,22.95,7/15/2024 8:54,7/15/2024,8
1997,24.79,23.01,7/15/2024 8:57,7/15/2024,8
1998,24.75,23.06,7/15/2024 9:01,7/15/2024,9
1999,24.9,23.16,7/15/2024 9:04,7/15/2024,9
2000,24.93,23.23,7/15/2024 9:07,7/15/2024,9
2001,25.05,23.26,7/15/2024 9:10,7/15/2024,9
2002,24.93,23.26,7/15/2024 9:13,7/15/2024,9
2003,24.55,23,7/15/2024 9:18,7/15/2024,9
2004,25.02,23.15,7/15/2024 9:21,7/15/2024,9
2005,25.51,23.41,7/15/2024 9:24,7/15/2024,9
2006,26.03,23.78,7/15/2024 9:28,7/15/2024,9
2007,25.95,23.86,7/15/2024 9:31,7/15/2024,9
2008,26.18,24.05,7/15/2024 9:37,7/15/2024,9
2009,26.25,24.1,7/15/2024 9:41,7/15/2024,9
2010,25.93,24.02,7/15/2024 9:44,7/15/2024,9
2011,25.64,23.95,7/15/2024 9:47,7/15/2024,9
2012,25.67,23.93,7/15/2024 9:50,7/15/2024,9
2013,25.99,24,7/15/2024 9:53,7/15/2024,9
2014,26.36,24.14,7/15/2024 9:56,7/15/2024,9
2015,26.25,24.15,7/15/2024 10:00,7/15/2024,10
2016,26.2,24.15,7/15/2024 10:03,7/15/2024,10
2017,26.05,24.13,7/15/2024 10:06,7/15/2024,10
2018,25.77,24,7/15/2024 10:09,7/15/2024,10
2019,25.88,23.96,7/15/2024 10:12,7/15/2024,10
2020,26.6,24.19,7/15/2024 10:16,7/15/2024,10
2021,26.92,24.42,7/15/2024 10:19,7/15/2024,10
2022,26.61,24.47,7/15/2024 10:22,7/15/2024,10
2023,26.33,24.39,7/15/2024 10:25,7/15/2024,10
2024,26.47,24.41,7/15/2024 10:28,7/15/2024,10
2025,26.29,24.33,7/15/2024 10:32,7/15/2024,10
2026,26.84,24.5,7/15/2024 10:35,7/15/2024,10
2027,27.15,24.94,7/15/2024 10:38,7/15/2024,10
2028,26.06,24.21,7/15/2024 10:41,7/15/2024,10
2029,25.5,23.69,7/15/2024 10:44,7/15/2024,10
2030,26.37,24.04,7/15/2024 10:48,7/15/2024,10
2031,27.52,24.82,7/15/2024 10:52,7/15/2024,10
2032,28.08,25.2,7/15/2024 10:55,7/15/2024,10
2033,28.63,25.74,7/15/2024 10:58,7/15/2024,10
2034,28.67,25.82,7/15/2024 11:01,7/15/2024,11
2035,28.41,25.78,7/15/2024 11:05,7/15/2024,11
2036,28.7,25.94,7/15/2024 11:08,7/15/2024,11
2037,29.01,26.17,7/15/2024 11:11,7/15/2024,11
2038,28.56,26.08,7/15/2024 11:14,7/15/2024,11
2039,28.62,26.06,7/15/2024 11:17,7/15/2024,11
2040,28.49,25.98,7/15/2024 11:20,7/15/2024,11
2041,28.72,26.02,7/15/2024 11:24,7/15/2024,11
2042,29.03,26.14,7/15/2024 11:27,7/15/2024,11
2043,29.52,26.5,7/15/2024 11:30,7/15/2024,11
2044,29.06,26.42,7/15/2024 11:33,7/15/2024,11
2045,28.83,26.39,7/15/2024 11:36,7/15/2024,11
2046,28.58,26.27,7/15/2024 11:40,7/15/2024,11
2047,28.73,26.28,7/15/2024 11:44,7/15/2024,11
2048,29.16,26.49,7/15/2024 11:47,7/15/2024,11
2049,29.01,26.5,7/15/2024 11:50,7/15/2024,11
2050,28.79,26.19,7/15/2024 11:54,7/15/2024,11
2051,29.65,26.64,7/15/2024 11:57,7/15/2024,11
2052,30.41,27.22,7/15/2024 12:00,7/15/2024,12
2053,30.37,27.37,7/15/2024 12:03,7/15/2024,12
2054,30.62,27.74,7/15/2024 12:07,7/15/2024,12
2055,30.1,27.34,7/15/2024 12:10,7/15/2024,12
2056,30.72,27.74,7/15/2024 12:13,7/15/2024,12
2057,31.34,28.12,7/15/2024 12:16,7/15/2024,12
2058,31.43,28.26,7/15/2024 12:19,7/15/2024,12
2059,30.96,28.11,7/15/2024 12:22,7/15/2024,12
2060,30.19,27.57,7/15/2024 12:26,7/15/2024,12
2061,30.14,27.34,7/15/2024 12:29,7/15/2024,12
2062,31.08,28.07,7/15/2024 12:32,7/15/2024,12
2063,30.99,28.24,7/15/2024 12:35,7/15/2024,12
2064,29.73,27.39,7/15/2024 12:38,7/15/2024,12
2065,29.82,27.33,7/15/2024 12:42,7/15/2024,12
2066,29.44,27.08,7/15/2024 12:45,7/15/2024,12
2067,30.06,27.26,7/15/2024 12:48,7/15/2024,12
2068,30.09,27.66,7/15/2024 12:51,7/15/2024,12
2069,29.52,27.5,7/15/2024 12:54,7/15/2024,12
2070,28.7,26.7,7/15/2024 12:58,7/15/2024,12
2071,29.64,27.17,7/15/2024 13:01,7/15/2024,13
2072,30.48,28.29,7/15/2024 13:04,7/15/2024,13
2073,30.74,28.26,7/15/2024 13:07,7/15/2024,13
2074,30.83,28.33,7/15/2024 13:10,7/15/2024,13
2075,31.64,29.2,7/15/2024 13:14,7/15/2024,13
2076,31.8,29.33,7/15/2024 13:17,7/15/2024,13
2077,31.81,29.59,7/15/2024 13:20,7/15/2024,13
2078,31.68,29.51,7/15/2024 13:23,7/15/2024,13
2079,31.73,29.49,7/15/2024 13:26,7/15/2024,13
2080,31.41,29.1,7/15/2024 13:30,7/15/2024,13
2081,31.81,29.23,7/15/2024 13:33,7/15/2024,13
2082,31.88,29.42,7/15/2024 13:36,7/15/2024,13
2083,31.47,29.27,7/15/2024 13:39,7/15/2024,13
2084,31.27,28.98,7/15/2024 13:42,7/15/2024,13
2085,30.41,27.25,7/15/2024 13:45,7/15/2024,13
2086,29.87,27.28,7/15/2024 13:49,7/15/2024,13
2087,29.35,27.01,7/15/2024 13:55,7/15/2024,13
2088,29.68,27.13,7/15/2024 13:58,7/15/2024,13
2089,29.65,27.24,7/15/2024 14:01,7/15/2024,14
2090,28.99,26.93,7/15/2024 14:05,7/15/2024,14
2091,29.77,27.39,7/15/2024 14:08,7/15/2024,14
2092,30.51,28.25,7/15/2024 14:11,7/15/2024,14
2093,30.14,28.1,7/15/2024 14:14,7/15/2024,14
2094,29.86,27.83,7/15/2024 14:18,7/15/2024,14
2095,30.74,28.57,7/15/2024 14:21,7/15/2024,14
2096,30,28.11,7/15/2024 14:25,7/15/2024,14
2097,30.81,28.78,7/15/2024 14:28,7/15/2024,14
2098,30.71,28.72,7/15/2024 14:31,7/15/2024,14
2099,30.81,28.74,7/15/2024 14:35,7/15/2024,14
2100,30.71,28.73,7/15/2024 14:39,7/15/2024,14
2101,30.79,28.86,7/15/2024 14:43,7/15/2024,14
2102,30.82,28.85,7/15/2024 14:46,7/15/2024,14
2103,29.92,27.8,7/15/2024 14:49,7/15/2024,14
2104,28.9,26.85,7/15/2024 14:52,7/15/2024,14
2105,28.67,26.76,7/15/2024 14:56,7/15/2024,14
2106,28.58,26.74,7/15/2024 14:59,7/15/2024,14
2107,28.58,26.74,7/15/2024 15:02,7/15/2024,15
2108,28.99,26.97,7/15/2024 15:08,7/15/2024,15
2109,28.36,26.86,7/15/2024 15:15,7/15/2024,15
2110,28.09,26.71,7/15/2024 15:18,7/15/2024,15
2111,28.14,26.78,7/15/2024 15:21,7/15/2024,15
2112,28.15,26.71,7/15/2024 15:25,7/15/2024,15
2113,27.84,26.57,7/15/2024 15:28,7/15/2024,15
2114,27.56,26.35,7/15/2024 15:32,7/15/2024,15
2115,26.97,25.92,7/15/2024 15:35,7/15/2024,15
2116,26.47,25.39,7/15/2024 15:41,7/15/2024,15
2117,26.48,25.31,7/15/2024 15:45,7/15/2024,15
2118,26.88,25.41,7/15/2024 15:48,7/15/2024,15
2119,27.25,25.62,7/15/2024 15:51,7/15/2024,15
2120,27.59,25.82,7/15/2024 15:55,7/15/2024,15
2121,27.35,25.84,7/15/2024 15:58,7/15/2024,15
2122,27.09,25.76,7/15/2024 16:02,7/15/2024,16
2123,26.88,25.66,7/15/2024 16:05,7/15/2024,16
2124,26.77,25.61,7/15/2024 16:08,7/15/2024,16
2125,26.9,25.64,7/15/2024 16:11,7/15/2024,16
2126,26.98,25.68,7/15/2024 16:14,7/15/2024,16
2127,26.98,25.72,7/15/2024 16:18,7/15/2024,16
2128,26.99,25.73,7/15/2024 16:22,7/15/2024,16
2129,26.85,25.62,7/15/2024 16:25,7/15/2024,16
2130,26.94,25.65,7/15/2024 16:28,7/15/2024,16
2131,26.99,25.7,7/15/2024 16:31,7/15/2024,16
2132,26.61,25.34,7/15/2024 16:35,7/15/2024,16
2133,26.6,25.32,7/15/2024 16:38,7/15/2024,16
2134,26.58,25.33,7/15/2024 16:41,7/15/2024,16
2135,26.5,25.32,7/15/2024 16:44,7/15/2024,16
2136,26.39,25.25,7/15/2024 16:47,7/15/2024,16
2137,26.19,25.14,7/15/2024 16:50,7/15/2024,16
2138,25.85,24.89,7/15/2024 16:54,7/15/2024,16
2139,25.65,24.73,7/15/2024 16:57,7/15/2024,16
2140,25.44,24.47,7/15/2024 17:00,7/15/2024,17
2141,25.38,24.41,7/15/2024 17:03,7/15/2024,17
2142,25.23,24.19,7/15/2024 17:07,7/15/2024,17
2143,25.03,24.01,7/15/2024 17:10,7/15/2024,17
2144,25.02,23.97,7/15/2024 17:14,7/15/2024,17
2145,25.09,24.01,7/15/2024 17:18,7/15/2024,17
2146,25.05,24,7/15/2024 17:21,7/15/2024,17
2147,25.03,24.02,7/15/2024 17:24,7/15/2024,17
2148,24.97,23.99,7/15/2024 17:28,7/15/2024,17
2149,24.89,23.97,7/15/2024 17:31,7/15/2024,17
2150,24.89,23.92,7/15/2024 17:34,7/15/2024,17
2151,24.83,23.91,7/15/2024 17:37,7/15/2024,17
2152,24.75,23.85,7/15/2024 17:40,7/15/2024,17
2153,24.69,23.8,7/15/2024 17:47,7/15/2024,17
2154,24.65,23.79,7/15/2024 17:50,7/15/2024,17
2155,24.64,23.78,7/15/2024 17:53,7/15/2024,17
2156,24.58,23.78,7/15/2024 18:00,7/15/2024,18
2157,24.59,23.77,7/15/2024 18:03,7/15/2024,18
2158,24.55,23.81,7/15/2024 18:06,7/15/2024,18
2159,24.52,23.81,7/15/2024 18:10,7/15/2024,18
2160,24.41,23.7,7/15/2024 18:15,7/15/2024,18
2161,24.35,23.65,7/15/2024 18:18,7/15/2024,18
2162,24.31,23.54,7/15/2024 18:21,7/15/2024,18
2163,24.23,23.48,7/15/2024 18:24,7/15/2024,18
2164,24.23,23.44,7/15/2024 18:28,7/15/2024,18
2165,24.16,23.37,7/15/2024 18:31,7/15/2024,18
2166,23.97,23.2,7/15/2024 18:37,7/15/2024,18
2167,23.89,23.08,7/15/2024 18:43,7/15/2024,18
2168,23.86,23.02,7/15/2024 18:47,7/15/2024,18
2169,23.84,23,7/15/2024 18:50,7/15/2024,18
2170,23.8,22.93,7/15/2024 18:53,7/15/2024,18
2171,23.76,22.89,7/15/2024 18:56,7/15/2024,18
2172,23.74,22.83,7/15/2024 18:59,7/15/2024,18
2173,23.74,22.83,7/15/2024 19:03,7/15/2024,19
2174,23.74,22.81,7/15/2024 19:09,7/15/2024,19
2175,23.76,22.83,7/15/2024 19:12,7/15/2024,19
2176,23.69,22.77,7/15/2024 19:20,7/15/2024,19
2177,23.69,22.83,7/15/2024 19:20,7/15/2024,19
2178,23.61,22.75,7/15/2024 19:23,7/15/2024,19
2179,23.62,22.75,7/15/2024 19:26,7/15/2024,19
2180,23.51,22.67,7/15/2024 19:29,7/15/2024,19
2181,23.55,22.63,7/15/2024 19:33,7/15/2024,19
2182,23.51,22.58,7/15/2024 19:37,7/15/2024,19
2183,23.49,22.55,7/15/2024 19:41,7/15/2024,19
2184,23.49,22.51,7/15/2024 19:44,7/15/2024,19
2185,23.51,22.51,7/15/2024 19:47,7/15/2024,19
2186,23.48,22.5,7/15/2024 19:50,7/15/2024,19
2187,23.46,22.51,7/15/2024 19:53,7/15/2024,19
2188,23.38,22.52,7/15/2024 19:56,7/15/2024,19
2189,23.34,22.49,7/15/2024 20:03,7/15/2024,20
2190,23.32,22.49,7/15/2024 20:06,7/15/2024,20
2191,23.29,22.44,7/15/2024 20:09,7/15/2024,20
2192,23.26,22.4,7/15/2024 20:13,7/15/2024,20
2193,23.26,22.33,7/15/2024 20:16,7/15/2024,20
2194,23.25,22.26,7/15/2024 20:19,7/15/2024,20
2195,23.21,22.21,7/15/2024 20:22,7/15/2024,20
2196,23.18,22.19,7/15/2024 20:25,7/15/2024,20
2197,23.11,22.19,7/15/2024 20:32,7/15/2024,20
2198,23.13,22.22,7/15/2024 20:35,7/15/2024,20
2199,23.1,22.18,7/15/2024 20:40,7/15/2024,20
2200,23.06,22.17,7/15/2024 20:43,7/15/2024,20
2201,23.06,22.13,7/15/2024 20:46,7/15/2024,20
2202,23.06,22.06,7/15/2024 20:50,7/15/2024,20
2203,23.06,22.06,7/15/2024 20:53,7/15/2024,20
2204,23.07,22.05,7/15/2024 20:57,7/15/2024,20
2205,23.08,22.07,7/15/2024 21:01,7/15/2024,21
2206,23.08,22.09,7/15/2024 21:04,7/15/2024,21
2207,23.08,22.06,7/15/2024 21:07,7/15/2024,21
2208,23.13,22.08,7/15/2024 21:11,7/15/2024,21
2209,23.14,22.09,7/15/2024 21:15,7/15/2024,21
2210,23.11,22.08,7/15/2024 21:18,7/15/2024,21
2211,23.11,22.07,7/15/2024 21:21,7/15/2024,21
2212,23.1,22.06,7/15/2024 21:24,7/15/2024,21
2213,23.06,22.03,7/15/2024 21:31,7/15/2024,21
2214,23.03,22,7/15/2024 21:34,7/15/2024,21
2215,23.04,21.99,7/15/2024 21:38,7/15/2024,21
